Name,Father Name,Roll Number,Mathematics*,Science*,English*,Urdu*,Islamiat*,Pakistan Studies*,Computer Science*,Physics*,Chemistry*,Biology*,Geography*,History*,Economics*,Business Studies*,Accounting*,Art*,Music*,Physical Education*,Sindhi*,Arabic*,Total Marks,Obtain Marks,Percentage,Status,Grade,Academic Year
Yusuf Smith,Mr. Kamran,24-1639,64,100,-,-,23,97,33,-,33,99,-,2,48,75,-,87,61,-,62,95,1400,792,56.57,PASS,D,2024-2025
Thomas Williams,Sunil,24-1640,95,5,86,-,46,-,-,-,29,-,-,-,100,9,-,-,33,41,81,30,1100,546,49.64,PASS,E,2024-2025
Matthew Patel,Abdul,SC-1641,6,11,-,70,46,88,56,-,16,26,68,85,96,-,5,-,36,78,-,88,1500,705,47.00,PASS,E,2024-2025
Zainab Kumar,Suresh,STU-1642,93,44,-,-,27,60,69,-,95,64,97,-,-,-,8,-,100,-,-,69,1100,307,27.91,FAIL,F,2024-2025
John Ali,Mr. Ravi,COM-1643,21,3,98,-,20,-,1,78,24,61,23,46,89,-,91,53,63,-,55,58,1600,806,50.38,PASS,D,2024-2025
Jessica Wilson,Charles,SCI-1644,91,-,20,96,-,39,52,57,-,72,31,-,96,53,-,98,-,64,35,3,1400,743,53.07,PASS,D,2024-2025
Laura Mehta,M. Kamran,SCI-1645,95,29,-,73,-,4,88,77,98,85,88,90,29,-,94,-,42,10,-,9,1500,896,59.73,PASS,D,2024-2025
Omar Malik,M. Omar,COM-1646,90,-,11,82,11,44,-,-,65,76,71,-,63,85,14,39,-,11,32,67,1500,824,54.93,PASS,D,2024-2025
Zainab Huang,Mr. Suresh,COM-1647,-,0,29,64,55,52,30,35,-,65,72,40,79,26,97,27,90,81,74,83,1800,955,53.06,PASS,D,2024-2025
Michelle Garcia,M. Richard,2024-1648,-,64,45,-,10,82,84,-,-,80,90,15,47,58,17,-,-,86,23,59,1400,837,59.79,PASS,D,2024-2025
Aisha Johnson,Manoj,SCI-1649,25,33,-,-,43,59,89,-,-,40,49,42,83,51,87,87,19,11,99,-,1500,764,50.93,PASS,D,2024-2025
Zainab Qureshi,Mr. Joseph,ARTS-1650,29,36,81,-,84,-,27,68,61,-,26,64,38,36,38,-,-,37,80,43,1500,884,58.93,PASS,D,2024-2025
Rabia Miller,M. Praveen,COM-1651,-,9,-,75,44,30,-,11,38,26,72,-,36,59,100,90,49,3,2,-,1500,622,41.47,PASS,E,2024-2025
John Ahmed,M. Anil,SCI-1652,-,57,0,-,-,58,-,90,55,89,79,16,-,14,-,84,17,8,-,38,1300,771,59.31,PASS,D,2024-2025
Ahmed Verma,Mr. Nadeem,ARTS-1653,97,-,-,66,85,93,-,32,16,-,87,-,62,78,24,22,37,39,74,-,1400,746,53.29,PASS,D,2024-2025
Amanda Ahmed,Hussain,24-1654,47,77,87,57,81,47,16,84,60,-,43,8,89,-,72,5,100,68,46,26,1800,795,44.17,PASS,E,2024-2025
Michelle Gupta,Raj,ARTS-1655,57,-,44,37,-,98,-,-,4,91,66,6,79,23,-,75,-,46,63,58,1400,499,35.64,PASS,E,2024-2025
James Verma,Mr. William,SCI-1656,23,-,7,47,51,-,-,27,54,9,-,81,89,59,-,15,55,34,-,-,1300,610,46.92,PASS,E,2024-2025
Hafsa Williams,Mr. Vikram,COM-1657,42,-,31,39,49,13,2,71,-,54,21,64,-,59,61,46,39,-,84,3,1600,746,46.63,PASS,E,2024-2025
Michelle Patel,Mr. Ashok,ARTS-1658,28,-,2,34,-,64,99,8,82,-,24,81,-,20,36,22,44,57,-,6,1500,681,45.40,PASS,E,2024-2025
Zainab Zhang,Raj,2024-1659,47,11,97,-,37,99,99,25,-,-,30,-,87,26,-,11,84,46,6,12,1500,668,44.53,PASS,E,2024-2025
Robert Ali,Nadeem,SC-1660,89,-,86,-,24,-,10,50,-,6,64,42,72,4,41,68,53,-,92,-,1400,854,61.00,PASS,C,2024-2025
Matthew Zhou,Ashok,2024-1661,90,-,-,-,99,-,28,-,-,52,22,23,12,-,77,-,51,-,-,79,1000,477,47.70,PASS,E,2024-2025
Daniel Mehta,Mr. Kamran,2024-1662,80,59,-,-,94,2,5,26,12,95,-,89,79,-,24,-,86,86,73,-,1400,822,58.71,PASS,D,2024-2025
William Khan,Ashok,24-1663,15,55,43,-,-,16,90,-,30,14,28,69,58,29,90,17,-,62,78,16,1600,856,53.50,PASS,D,2024-2025
William Malik,Ahmed,SC-1664,-,84,-,-,67,22,6,45,88,-,22,60,23,7,58,33,80,51,67,46,1600,705,44.06,PASS,E,2024-2025
James Verma,Mr. Thomas,2024-1665,14,97,82,-,-,85,83,79,-,10,13,0,74,70,75,85,74,-,50,53,1600,709,44.31,PASS,E,2024-2025
Hafsa Hussain,Ahmed,SC-1666,-,72,25,34,59,-,36,40,-,83,-,25,5,66,70,32,-,-,18,0,1400,658,47.00,PASS,E,2024-2025
Ali Gupta,M. Raj,STU-1667,-,45,59,-,-,36,7,66,86,77,53,87,-,18,5,62,73,86,-,4,1500,885,59.00,PASS,D,2024-2025
Mohammad Malik,M. Thomas,24-1668,56,-,-,88,52,87,89,55,-,88,-,22,49,-,33,78,54,9,69,18,1500,598,39.87,PASS,E,2024-2025
Hassan Hussain,Mr. Ashok,SCI-1669,55,35,56,51,8,-,4,-,24,15,100,-,7,-,79,66,65,55,-,96,1500,591,39.40,PASS,E,2024-2025
Noor Smith,Richard,SCI-1670,72,9,30,-,10,48,7,81,4,56,44,39,-,84,86,20,-,-,21,85,1600,765,47.81,PASS,E,2024-2025
Nicole Shah,Vikram,COM-1671,65,80,-,-,21,59,60,98,-,33,75,25,-,-,-,-,-,4,-,46,1100,598,54.36,PASS,D,2024-2025
Michael Ali,M. Ahmed,ARTS-1672,44,90,47,12,99,97,28,16,14,-,53,60,17,-,-,38,-,32,18,-,1500,821,54.73,PASS,D,2024-2025
Maryam Patel,Mr. Joseph,STU-1673,-,20,-,-,-,42,39,96,-,76,-,34,100,-,75,69,7,-,69,1,1200,531,44.25,PASS,E,2024-2025
Ali Brown,Mr. Thomas,ARTS-1674,62,-,-,14,46,-,-,8,2,-,69,73,100,70,86,-,-,48,-,21,1200,505,42.08,PASS,E,2024-2025
James Garcia,M. Hussain,STU-1675,51,81,84,74,69,-,-,20,80,31,71,4,16,-,-,-,11,-,51,42,1400,694,49.57,PASS,E,2024-2025
Michelle Zhao,Suresh,2024-1676,-,35,88,83,25,19,-,32,25,56,60,94,88,63,-,23,99,69,83,35,1700,740,43.53,PASS,E,2024-2025
Michelle Zhao,Mr. Ashok,SCI-1677,33,29,17,-,9,67,-,35,-,59,89,39,-,20,-,-,-,65,82,19,1300,650,50.00,PASS,D,2024-2025
James Garcia,Daniel,2024-1678,-,15,21,90,79,23,9,43,-,99,27,47,-,23,-,31,70,-,61,94,1500,523,34.87,PASS,E,2024-2025
Fatima Sharma,M. Arun,24-1679,-,10,61,4,43,-,-,20,57,-,-,89,-,-,-,-,40,96,24,69,1100,555,50.45,PASS,D,2024-2025
Hira Rao,Robert,STU-1680,63,13,93,8,29,52,43,-,8,45,-,83,-,67,-,-,95,88,-,-,1300,753,57.92,PASS,D,2024-2025
Omar Mirza,M. Charles,2024-1681,22,76,59,-,-,92,82,-,29,-,32,58,84,-,92,10,90,30,72,72,1500,725,48.33,PASS,E,2024-2025
Jennifer Mehta,Mr. Thomas,24-1682,86,-,24,-,13,-,50,12,40,53,-,54,21,-,23,85,56,-,5,-,1300,688,52.92,PASS,D,2024-2025
Usman Huang,M. James,2024-1683,69,54,-,-,93,68,-,-,91,35,0,4,31,-,3,-,63,-,8,-,1200,682,56.83,PASS,D,2024-2025
Zain Gupta,M. Kamran,STU-1684,17,-,89,6,51,11,98,81,68,75,24,27,-,11,0,-,20,100,-,51,1600,880,55.00,PASS,D,2024-2025
Emily Khan,Mr. Praveen,SC-1685,26,60,78,30,93,26,-,15,-,-,88,90,-,90,-,80,10,21,46,-,1400,718,51.29,PASS,D,2024-2025
Hafsa Li,Usman,2024-1686,24,32,27,18,89,85,45,21,8,15,-,60,94,-,53,-,11,53,-,92,1600,940,58.75,PASS,D,2024-2025
James Jones,Mr. Suresh,SCI-1687,79,-,-,47,0,14,50,59,77,86,-,-,2,11,38,6,-,-,69,-,1300,509,39.15,PASS,E,2024-2025
Mohammad Huang,M. Sunil,24-1688,71,41,65,-,72,41,-,12,99,71,94,78,55,37,-,-,-,-,80,21,1400,761,54.36,PASS,D,2024-2025
Nicole Zhao,Praveen,STU-1689,24,41,9,45,74,81,-,-,-,-,-,68,58,-,15,-,44,71,-,53,1200,625,52.08,PASS,D,2024-2025
Nicole Jones,Mr. Mohammad,24-1690,-,-,-,21,-,-,64,74,19,55,-,57,74,39,75,69,90,87,-,3,1300,814,62.62,PASS,C,2024-2025
Robert Garcia,M. Ashok,COM-1691,7,-,75,73,43,10,73,-,67,-,61,48,34,96,-,80,-,50,49,33,1500,652,43.47,PASS,E,2024-2025
Elizabeth Chen,Mr. Robert,24-1692,-,72,72,31,10,40,56,79,-,-,39,42,-,53,21,-,62,53,-,52,1400,808,57.71,PASS,D,2024-2025
Noor Baig,Mr. Praveen,24-1693,-,48,37,18,28,24,85,-,-,-,-,54,16,81,8,68,69,81,20,32,1500,729,48.60,PASS,E,2024-2025
Jennifer Davis,Thomas,COM-1694,93,55,-,81,92,84,40,-,-,19,-,14,-,44,76,39,83,29,93,24,1500,830,55.33,PASS,D,2024-2025
William Li,M. Richard,24-1695,59,49,-,-,28,-,-,-,32,-,37,2,-,-,-,-,80,69,-,91,900,491,54.56,PASS,D,2024-2025
William Williams,Mr. Hussain,ARTS-1696,-,25,33,94,15,-,66,-,67,80,88,39,65,-,69,79,-,24,5,93,1500,712,47.47,PASS,E,2024-2025
Laura Rodriguez,Mr. David,2024-1697,-,74,-,-,51,-,-,-,37,18,95,-,-,-,-,65,-,10,92,5,900,506,56.22,PASS,D,2024-2025
Mohammad Wilson,Mr. Vikram,24-1698,3,80,35,-,-,-,28,80,26,-,11,65,-,35,60,13,-,-,-,35,1200,709,59.08,PASS,D,2024-2025
Emily Ali,M. Omar,SC-1699,87,-,62,73,46,71,-,48,-,55,-,14,9,20,32,50,16,42,92,-,1500,987,65.80,PASS,C,2024-2025
William Yang,Hassan,24-1700,-,34,-,49,93,-,86,-,77,-,-,49,-,-,-,61,-,24,87,-,900,326,36.22,PASS,E,2024-2025
Zain Singh,William,2024-1701,-,47,37,99,-,13,92,-,-,86,-,56,89,-,-,-,92,9,96,17,1200,481,40.08,PASS,E,2024-2025
Daniel Garcia,Mr. William,SC-1702,3,99,36,98,-,-,-,94,57,55,14,4,35,43,-,-,37,-,-,-,1200,541,45.08,PASS,E,2024-2025
Zain Patel,M. David,SC-1703,9,-,23,59,93,-,51,59,84,38,4,36,69,47,-,-,-,23,100,57,1500,795,53.00,PASS,D,2024-2025
Emily Qureshi,M. Robert,24-1704,-,-,34,16,21,50,93,19,86,47,16,15,9,-,40,24,-,46,-,5,1500,696,46.40,PASS,E,2024-2025
John Garcia,Mr. Robert,2024-1705,12,70,73,100,-,83,54,-,88,26,-,38,-,35,85,36,31,32,71,4,1600,849,53.06,PASS,D,2024-2025
Hafsa Li,M. Joseph,24-1706,84,12,86,-,52,79,0,76,79,11,10,57,-,47,-,18,-,66,-,44,1500,876,58.40,PASS,D,2024-2025
Michael Mirza,Mr. Anil,2024-1707,42,65,74,11,19,-,-,92,-,-,-,56,22,-,-,67,57,-,87,-,1100,586,53.27,PASS,D,2024-2025
William Wu,Mr. Omar,COM-1708,-,97,90,41,-,95,-,76,88,-,20,59,37,-,-,98,-,72,17,33,1300,555,42.69,PASS,E,2024-2025
David Mirza,Mr. Arun,SCI-1709,-,74,81,28,-,11,-,1,-,99,84,74,96,-,-,91,37,75,48,29,1400,652,46.57,PASS,E,2024-2025
Emily Zhou,Mr. Vikram,STU-1710,-,63,-,78,93,38,49,56,-,-,14,16,89,-,-,-,44,59,-,83,1200,585,48.75,PASS,E,2024-2025
Zainab Hussain,Richard,2024-1711,-,36,-,11,-,87,7,19,74,8,-,48,65,-,-,43,89,63,-,-,1200,546,45.50,PASS,E,2024-2025
John Wilson,Mr. Omar,24-1712,-,99,-,27,-,-,41,78,-,36,8,97,24,41,27,2,-,-,36,3,1300,523,40.23,PASS,E,2024-2025
Jennifer Mehta,Anil,2024-1713,29,-,-,28,-,60,13,3,-,31,38,-,51,87,-,-,50,-,15,83,1200,491,40.92,PASS,E,2024-2025
Noor Zhou,Mr. Abdul,SCI-1714,85,72,-,35,-,81,27,86,69,-,-,-,20,-,17,84,82,31,43,2,1400,895,63.93,PASS,C,2024-2025
Michelle Zhou,Robert,STU-1715,-,62,93,10,28,-,14,85,98,87,66,5,40,72,-,24,-,-,46,-,1400,474,33.86,PASS,E,2024-2025
Michael Wang,Mr. Charles,ARTS-1716,-,93,-,-,-,2,99,94,-,78,-,-,-,-,-,76,-,50,30,92,900,610,67.78,PASS,C,2024-2025
Jessica Sharma,M. Ashok,SC-1717,-,-,-,1,-,0,22,80,97,46,63,66,42,93,79,27,-,50,-,14,1400,697,49.79,PASS,E,2024-2025
Noor Garcia,M. Nadeem,2024-1718,80,66,89,41,-,40,94,-,84,16,-,-,-,36,12,72,-,6,-,64,1300,626,48.15,PASS,E,2024-2025
Aisha Liu,Mr. Richard,SC-1719,40,21,-,-,-,84,-,82,95,58,-,49,-,36,76,11,9,89,20,66,1400,764,54.57,PASS,D,2024-2025
Stephanie Ahmed,Mr. Charles,24-1720,-,26,-,0,46,-,69,61,50,-,91,32,52,64,-,63,-,11,-,56,1300,450,34.62,PASS,E,2024-2025
Ahmed Khan,M. David,COM-1721,93,-,-,17,100,21,-,34,75,37,-,84,46,23,98,-,76,84,79,42,1500,685,45.67,PASS,E,2024-2025
Emily Baig,Praveen,SC-1722,95,-,-,-,-,15,7,-,6,100,-,86,45,6,30,-,45,64,88,15,1300,608,46.77,PASS,E,2024-2025
Jennifer Wilson,M. Charles,2024-1723,-,73,77,6,53,-,81,86,-,40,92,4,20,9,60,85,-,45,75,83,1600,794,49.63,PASS,E,2024-2025
David Kumar,Mr. Suresh,COM-1724,25,100,14,30,-,15,-,46,73,-,54,-,29,-,28,37,75,32,6,51,1500,686,45.73,PASS,E,2024-2025
Ali Zhang,Richard,ARTS-1725,59,55,48,74,-,-,-,28,-,-,8,-,93,-,53,85,59,59,90,99,1300,696,53.54,PASS,D,2024-2025
Maryam Kumar,Mr. Ali,ARTS-1726,20,-,63,-,98,73,12,38,30,51,20,9,35,80,75,-,63,52,38,85,1700,811,47.71,PASS,E,2024-2025
Jennifer Baig,Daniel,SCI-1727,41,82,-,-,-,83,-,-,92,94,7,35,50,75,6,58,41,-,47,-,1300,592,45.54,PASS,E,2024-2025
John Liu,M. Charles,COM-1728,45,-,78,100,90,36,20,9,-,84,-,16,-,-,16,-,29,38,-,-,1200,635,52.92,PASS,D,2024-2025
Mohammad Chen,Mr. James,ARTS-1729,39,-,78,46,-,55,28,98,-,94,-,-,-,4,84,56,32,71,84,-,1300,605,46.54,PASS,E,2024-2025
Hira Yang,M. Daniel,STU-1730,40,-,-,77,73,99,-,84,-,-,23,3,-,94,90,85,4,94,46,70,1400,495,35.36,PASS,E,2024-2025
Sadia Rao,M. Michael,SCI-1731,-,-,-,78,22,40,77,9,59,-,76,18,24,87,55,81,4,4,-,0,1500,636,42.40,PASS,E,2024-2025
James Smith,Abdul,24-1732,69,42,85,14,-,-,56,68,97,15,14,58,-,35,-,-,31,-,97,17,1400,789,56.36,PASS,D,2024-2025
Robert Zhao,M. Praveen,COM-1733,81,-,56,-,82,-,34,42,76,43,5,43,-,1,-,0,-,61,31,94,1400,764,54.57,PASS,D,2024-2025
Zainab Yang,Charles,ARTS-1734,-,26,-,88,14,3,47,-,49,66,-,77,-,51,50,66,88,-,77,-,1300,638,49.08,PASS,E,2024-2025
Hira Zhou,M. Usman,24-1735,2,42,64,-,36,-,80,-,-,35,2,71,19,-,90,-,-,82,83,24,1300,527,40.54,PASS,E,2024-2025
Nicole Baig,Omar,SC-1736,50,-,44,-,11,31,39,68,-,47,27,55,0,-,-,-,56,23,42,30,1400,742,53.00,PASS,D,2024-2025
Usman Reddy,Mr. David,COM-1737,41,-,-,23,68,-,63,86,81,-,80,-,62,1,78,5,-,51,77,38,1400,797,56.93,PASS,D,2024-2025
Hassan Liu,M. Vikram,SC-1738,-,-,20,0,2,40,4,-,29,52,31,74,94,-,64,68,46,92,32,68,1600,719,44.94,PASS,E,2024-2025
Ahmed Chen,Daniel,24-1739,64,-,48,29,29,-,27,-,59,-,-,71,96,-,38,99,69,11,-,-,1200,766,63.83,PASS,C,2024-2025
Matthew Kumar,M. James,ARTS-1740,3,56,87,94,54,94,-,1,6,24,-,74,-,92,67,67,4,-,44,1,1600,697,43.56,PASS,E,2024-2025
Hira Rodriguez,M. Omar,STU-1741,-,100,69,75,-,84,-,2,44,11,47,28,-,96,-,6,88,-,-,81,1300,660,50.77,PASS,D,2024-2025
John Mirza,Mr. Thomas,SC-1742,13,21,99,49,27,-,-,49,87,73,9,42,54,-,97,-,1,-,6,11,1500,866,57.73,PASS,D,2024-2025
Zainab Malik,Mr. David,COM-1743,1,-,-,75,98,-,64,-,-,29,84,29,91,28,77,13,53,-,-,12,1300,677,52.08,PASS,D,2024-2025
Daniel Hussain,Robert,24-1744,92,41,88,53,53,60,-,56,4,99,-,18,96,60,58,45,23,21,52,60,1800,766,42.56,PASS,E,2024-2025
Zainab Sharma,Mr. Vikram,SCI-1745,92,48,-,8,-,32,94,95,65,27,-,22,88,-,-,22,-,1,-,12,1300,496,38.15,PASS,E,2024-2025
Stephanie Liu,Mr. Thomas,2024-1746,65,85,49,83,39,14,17,18,-,-,-,65,55,85,50,43,9,-,68,26,1600,1041,65.06,PASS,C,2024-2025
Mohammad Rao,Nadeem,24-1747,51,-,35,53,88,-,89,-,60,48,50,-,17,62,-,-,21,78,37,54,1400,858,61.29,PASS,C,2024-2025
Michelle Mehta,Hussain,COM-1748,-,-,19,35,-,42,-,85,-,86,-,96,85,11,68,72,-,52,5,35,1300,734,56.46,PASS,D,2024-2025
Omar Mehta,M. Hussain,SC-1749,-,10,14,4,43,86,38,27,20,-,-,0,43,39,88,-,2,35,89,-,1500,776,51.73,PASS,D,2024-2025
Robert Wilson,Mr. James,SC-1750,67,91,-,-,100,-,-,39,-,-,97,-,84,-,-,14,39,78,67,4,1100,603,54.82,PASS,D,2024-2025
Omar Patel,Usman,SCI-1751,92,33,88,90,-,-,1,2,78,-,80,39,11,53,56,47,86,76,99,-,1600,947,59.19,PASS,D,2024-2025
Rabia Patel,Mr. Kamran,SC-1752,-,70,52,28,45,57,64,49,39,57,-,30,-,28,11,36,-,99,67,75,1600,967,60.44,PASS,C,2024-2025
Mohammad Wu,Mohammad,ARTS-1753,-,-,-,5,46,-,83,-,19,-,-,56,-,41,31,73,31,97,-,-,1000,538,53.80,PASS,D,2024-2025
Bilal Shah,Raj,24-1754,85,100,11,-,41,44,6,10,63,74,-,35,62,70,-,10,72,22,10,-,1600,990,61.88,PASS,C,2024-2025
Daniel Hussain,Joseph,2024-1755,26,-,14,85,23,35,-,76,54,68,-,-,-,39,97,66,73,7,11,44,1500,674,44.93,PASS,E,2024-2025
Aisha Brown,Mr. Ali,24-1756,47,-,45,-,31,99,49,12,72,38,59,3,-,33,65,81,-,98,89,-,1500,597,39.80,PASS,E,2024-2025
Nicole Zhao,Mr. Nadeem,24-1757,-,69,-,50,52,21,4,68,-,85,40,-,-,17,-,14,-,-,-,78,1100,631,57.36,PASS,D,2024-2025
Nicole Ali,Michael,SCI-1758,93,66,-,0,75,52,48,93,-,-,43,27,82,31,-,6,41,36,9,95,1600,950,59.38,PASS,D,2024-2025
Sana Qureshi,M. Praveen,SC-1759,-,7,-,69,21,87,6,18,18,59,18,14,94,79,-,24,-,31,-,60,1500,770,51.33,PASS,D,2024-2025
Jessica Shah,Mr. Raj,STU-1760,-,-,-,64,-,52,45,58,44,21,85,34,77,14,79,85,-,-,17,-,1300,789,60.69,PASS,C,2024-2025
Fatima Smith,Mr. Richard,SC-1761,84,-,60,84,38,17,20,3,90,14,10,6,58,10,99,-,-,95,-,43,1600,860,53.75,PASS,D,2024-2025
Robert Rao,Mr. Robert,STU-1762,71,91,-,8,-,92,73,-,84,-,39,-,15,-,31,6,39,40,71,-,1300,758,58.31,PASS,D,2024-2025
Michelle Sharma,Arun,2024-1763,54,30,14,84,80,-,86,43,46,-,60,-,56,79,28,-,-,81,-,100,1400,738,52.71,PASS,D,2024-2025
Bilal Qureshi,Mr. James,2024-1764,-,93,-,66,18,87,-,100,-,-,4,54,18,53,100,62,-,72,-,-,1200,544,45.33,PASS,E,2024-2025
Sarah Baig,Raj,SCI-1765,-,36,21,69,1,76,-,-,53,28,81,94,27,68,4,36,37,72,86,79,1700,736,43.29,PASS,E,2024-2025
Hafsa Zhang,Omar,ARTS-1766,43,52,83,100,18,73,48,25,38,2,-,-,56,26,68,98,24,0,52,17,1800,923,51.28,PASS,D,2024-2025
Elizabeth Li,Mr. Mohammad,STU-1767,36,-,81,46,74,55,59,5,43,63,74,-,81,94,86,27,13,13,11,13,1800,922,51.22,PASS,D,2024-2025
Zain Wang,Mr. David,ARTS-1768,-,100,43,9,4,53,0,-,-,-,80,42,13,8,-,-,-,55,-,33,1200,606,50.50,PASS,D,2024-2025
Robert Williams,Omar,2024-1769,25,77,82,24,30,49,53,52,10,90,95,25,75,5,53,7,45,41,63,17,2000,1030,51.50,PASS,D,2024-2025
Aisha Rodriguez,Nadeem,24-1770,9,-,1,-,51,48,99,48,-,36,73,-,36,87,11,80,17,22,8,59,1600,818,51.13,PASS,D,2024-2025
Matthew Johnson,M. Suresh,2024-1771,42,-,61,-,56,88,7,36,31,6,-,89,-,100,56,32,5,66,66,51,1600,636,39.75,PASS,E,2024-2025
Thomas Ali,Nadeem,ARTS-1772,50,35,-,26,73,26,33,-,-,47,30,-,97,6,83,71,-,75,82,-,1400,557,39.79,PASS,E,2024-2025
Matthew Patel,Thomas,SCI-1773,47,47,9,-,35,92,54,34,76,37,-,32,8,-,-,70,-,59,21,-,1400,666,47.57,PASS,E,2024-2025
Daniel Gupta,Mr. Ashok,SC-1774,-,-,48,58,-,-,90,84,24,-,51,85,-,-,62,-,17,-,60,32,1100,439,39.91,PASS,E,2024-2025
Daniel Liu,Charles,COM-1775,19,17,-,94,-,11,43,-,87,16,-,21,60,-,5,66,71,-,-,35,1300,611,47.00,PASS,E,2024-2025
Omar Johnson,Mr. James,SCI-1776,-,4,19,22,-,38,-,9,38,31,57,94,88,1,-,83,50,42,39,8,1600,736,46.00,PASS,E,2024-2025
Thomas Garcia,M. Ravi,24-1777,-,-,-,26,30,42,56,76,42,49,27,70,76,66,-,72,-,53,-,-,1300,789,60.69,PASS,C,2024-2025
Daniel Wu,Manoj,24-1778,-,97,0,82,-,-,25,17,40,73,-,0,-,-,62,66,21,61,80,-,1300,572,44.00,PASS,E,2024-2025
Jessica Zhou,M. Hussain,SC-1779,-,39,-,86,94,22,8,79,12,-,74,34,68,43,15,74,43,34,66,2,1700,853,50.18,PASS,D,2024-2025
Laura Chen,Sunil,COM-1780,-,6,93,36,40,44,70,20,38,39,10,20,42,-,4,98,-,-,-,57,1500,589,39.27,PASS,E,2024-2025
Hussain Williams,Mr. William,SCI-1781,53,57,97,79,66,61,-,53,70,32,70,29,11,39,44,-,-,-,-,13,1500,832,55.47,PASS,D,2024-2025
Nicole Williams,Praveen,SCI-1782,29,-,79,-,-,-,64,3,0,21,-,48,-,44,-,31,78,96,30,45,1300,495,38.08,PASS,E,2024-2025
John Zhou,M. Thomas,SC-1783,-,33,14,-,-,34,-,56,33,39,60,38,29,51,-,38,4,18,22,0,1500,851,56.73,PASS,D,2024-2025
Laura Hussain,M. Usman,COM-1784,15,-,82,58,55,80,87,10,69,-,99,86,48,12,50,-,11,92,22,57,1700,756,44.47,PASS,E,2024-2025
John Chen,Kamran,24-1785,-,88,-,-,-,3,-,12,65,69,96,55,64,95,97,57,44,27,50,39,1500,652,43.47,PASS,E,2024-2025
Nicole Khan,Mr. Richard,STU-1786,-,-,49,85,21,68,-,70,-,-,92,37,50,55,17,-,54,-,41,58,1300,702,54.00,PASS,D,2024-2025
Aisha Garcia,Mr. Nadeem,STU-1787,22,7,-,-,53,8,76,-,-,7,-,79,-,33,-,-,34,67,69,13,1200,765,63.75,PASS,C,2024-2025
Elizabeth Li,Richard,SCI-1788,37,31,-,96,88,-,-,30,49,32,4,47,40,91,33,-,55,54,-,-,1400,536,38.29,PASS,E,2024-2025
Maryam Huang,Mr. James,STU-1789,22,29,28,-,86,67,17,98,-,-,-,-,84,-,24,37,73,12,-,29,1300,593,45.62,PASS,E,2024-2025
William Reddy,M. Hussain,STU-1790,-,33,67,-,-,-,71,-,54,58,10,52,9,94,9,99,17,17,58,-,1400,496,35.43,PASS,E,2024-2025
Sadia Wang,M. Abdul,2024-1791,-,63,-,-,27,-,-,-,58,-,4,1,53,12,92,-,-,48,75,19,1100,366,33.27,PASS,E,2024-2025
Rabia Shah,Mr. Ali,2024-1792,78,-,99,-,-,34,62,57,49,-,-,88,36,14,-,25,86,-,33,-,1200,497,41.42,PASS,E,2024-2025
Sana Chen,M. Raj,COM-1793,26,-,82,54,66,33,10,-,75,-,66,-,12,21,30,-,-,-,-,96,1200,488,40.67,PASS,E,2024-2025
Aisha Smith,Anil,COM-1794,60,22,-,42,3,43,-,-,-,75,55,-,77,11,35,-,19,43,-,76,1300,696,53.54,PASS,D,2024-2025
Sana Davis,Manoj,SC-1795,-,75,-,32,54,42,-,63,-,82,68,-,59,-,-,24,-,81,-,39,1100,584,53.09,PASS,D,2024-2025
Mohammad Reddy,Daniel,SC-1796,43,-,-,-,51,90,59,94,-,27,3,-,59,21,64,-,-,94,88,86,1300,486,37.38,PASS,E,2024-2025
Charles Patel,William,SCI-1797,-,22,-,33,52,6,-,81,-,77,22,66,-,38,32,31,25,-,78,-,1300,613,47.15,PASS,E,2024-2025
Noor Liu,M. Arun,2024-1798,80,-,21,29,51,-,37,65,-,45,63,42,-,67,-,2,97,7,28,47,1500,494,32.93,FAIL,F,2024-2025
Michelle Wu,Suresh,SCI-1799,93,83,-,33,14,26,4,36,-,-,55,74,12,15,100,28,-,-,13,93,1500,874,58.27,PASS,D,2024-2025
Hassan Singh,M. Vikram,SCI-1800,-,-,18,-,96,81,-,6,64,-,93,-,-,4,57,51,64,71,23,-,1200,588,49.00,PASS,E,2024-2025
Sarah Miller,M. Richard,2024-1801,20,27,-,45,39,70,-,-,98,-,-,26,-,78,-,4,74,-,46,-,1100,480,43.64,PASS,E,2024-2025
Daniel Huang,Thomas,ARTS-1802,-,-,82,48,24,-,95,50,65,54,-,47,50,74,15,44,-,97,11,39,1500,731,48.73,PASS,E,2024-2025
Rabia Wilson,Hussain,2024-1803,-,19,75,54,95,-,-,72,52,23,-,10,14,86,40,15,44,-,-,79,1400,673,48.07,PASS,E,2024-2025
Michael Verma,Mr. Hussain,SC-1804,38,-,3,70,0,-,11,-,-,65,64,-,44,-,70,71,19,30,-,68,1300,513,39.46,PASS,E,2024-2025
James Zhou,M. Omar,2024-1805,33,20,92,11,14,26,-,58,68,75,-,18,-,-,7,68,70,13,51,-,1500,869,57.93,PASS,D,2024-2025
Elizabeth Wu,M. Vikram,24-1806,0,-,-,-,93,-,2,-,2,98,-,77,14,-,3,-,-,-,75,45,1000,456,45.60,PASS,E,2024-2025
Zain Yang,M. Richard,COM-1807,-,29,-,3,12,79,16,38,4,48,80,-,3,60,34,61,-,9,31,40,1600,784,49.00,PASS,E,2024-2025
